,id,Neighb,Restaurant,Hour,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
9,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,12.0,17.0,26.0,39.0,23.0,35.0,27.0,28.0
13,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,13.0,30.0,31.0,52.0,32.0,47.0,39.0,48.0
14,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,14.0,31.0,30.0,22.0,38.0,35.0,47.0,34.0
15,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,15.0,23.0,23.0,9.0,38.0,23.0,50.0,42.0
16,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,16.0,21.0,19.0,17.0,32.0,31.0,48.0,56.0
17,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,17.0,26.0,26.0,34.0,28.0,57.0,47.0,67.0
18,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,18.0,32.0,39.0,47.0,35.0,85.0,56.0,68.0
19,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,19.0,34.0,46.0,47.0,56.0,100.0,67.0,60.0
20,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,20.0,27.0,38.0,34.0,68.0,89.0,63.0,47.0
21,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,21.0,18.0,21.0,18.0,48.0,60.0,43.0,31.0
22,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,22.0,0.0,0.0,0.0,18.0,32.0,19.0,0.0
23,ChIJZZ4z1uiAhYARd8dViRfgjH8,Polk,Za Pizza,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,0.0,10.0,0.0,0.0,6.0,13.0,44.0,100.0
1,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,1.0,0.0,0.0,0.0,0.0,0.0,27.0,79.0
2,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,11.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0
12,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,12.0,0.0,0.0,3.0,0.0,3.0,6.0,6.0
13,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,13.0,0.0,0.0,10.0,3.0,6.0,13.0,13.0
14,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,14.0,0.0,0.0,10.0,3.0,6.0,17.0,17.0
15,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,15.0,6.0,6.0,13.0,0.0,6.0,20.0,17.0
16,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,16.0,17.0,10.0,17.0,0.0,10.0,17.0,17.0
17,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,17.0,20.0,20.0,17.0,3.0,10.0,13.0,17.0
18,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,18.0,13.0,27.0,20.0,10.0,10.0,13.0,17.0
19,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,19.0,27.0,31.0,31.0,20.0,17.0,24.0,27.0
20,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,20.0,51.0,31.0,44.0,34.0,24.0,41.0,44.0
21,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,21.0,44.0,24.0,51.0,41.0,37.0,62.0,44.0
22,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,22.0,20.0,17.0,41.0,41.0,51.0,65.0,20.0
23,ChIJTwfdH9SAhYARZ81VKKq8GdY,Polk,SF Hole in the Wall Pizza,23.0,0.0,0.0,20.0,27.0,55.0,55.0,37.0
0,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,11.0,8.0,5.0,4.0,7.0,12.0,16.0,7.0
12,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,12.0,11.0,12.0,6.0,12.0,21.0,34.0,17.0
13,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,13.0,13.0,13.0,8.0,13.0,24.0,47.0,30.0
14,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,14.0,14.0,9.0,8.0,10.0,20.0,41.0,41.0
15,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,15.0,13.0,8.0,7.0,6.0,17.0,28.0,46.0
16,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,16.0,14.0,13.0,6.0,5.0,24.0,34.0,48.0
17,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,17.0,18.0,22.0,11.0,14.0,40.0,59.0,56.0
18,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,18.0,22.0,29.0,30.0,29.0,58.0,89.0,69.0
19,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,19.0,23.0,32.0,42.0,41.0,68.0,100.0,67.0
20,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,20.0,18.0,27.0,31.0,37.0,62.0,82.0,45.0
21,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,21.0,10.0,20.0,17.0,22.0,44.0,50.0,20.0
22,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,22.0,0.0,0.0,0.0,0.0,25.0,23.0,0.0
23,ChIJdX9vrNCAhYARA-H1rCZtMAM,Polk,Patxi's Pizza,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,11.0,1.0,0.0,11.0,0.0,6.0,9.0,4.0
12,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,12.0,10.0,4.0,18.0,7.0,12.0,21.0,12.0
13,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,13.0,20.0,12.0,15.0,16.0,17.0,33.0,20.0
14,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,14.0,24.0,20.0,6.0,20.0,20.0,41.0,23.0
15,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,15.0,18.0,24.0,3.0,18.0,22.0,47.0,23.0
16,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,16.0,11.0,25.0,7.0,16.0,29.0,56.0,28.0
17,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,17.0,12.0,37.0,18.0,23.0,48.0,74.0,40.0
18,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,18.0,22.0,65.0,29.0,38.0,72.0,93.0,53.0
19,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,19.0,30.0,70.0,33.0,49.0,85.0,100.0,56.0
20,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,20.0,27.0,36.0,27.0,42.0,76.0,86.0,45.0
21,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,21.0,16.0,7.0,15.0,23.0,50.0,59.0,26.0
22,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,22.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0
23,ChIJr5hDK9eAhYAR2rMP50S2r0A,Polk,Amici's East Coast Pizzeria,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,0.0,0.0,0.0,0.0,0.0,0.0,11.0,70.0
1,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,1.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0
2,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
10,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,10.0,11.0,11.0,0.0,0.0,11.0,0.0,5.0
11,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,11.0,23.0,11.0,0.0,0.0,23.0,5.0,11.0
12,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,12.0,29.0,11.0,0.0,0.0,41.0,5.0,23.0
13,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,13.0,41.0,11.0,0.0,5.0,52.0,11.0,35.0
14,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,14.0,52.0,17.0,0.0,5.0,52.0,17.0,41.0
15,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,15.0,58.0,23.0,0.0,0.0,52.0,29.0,52.0
16,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,16.0,64.0,35.0,0.0,11.0,52.0,52.0,58.0
17,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,17.0,70.0,41.0,0.0,23.0,58.0,76.0,58.0
18,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,18.0,64.0,41.0,0.0,29.0,52.0,88.0,52.0
19,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,19.0,58.0,35.0,0.0,41.0,52.0,82.0,52.0
20,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,20.0,52.0,41.0,0.0,52.0,47.0,82.0,64.0
21,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,21.0,41.0,52.0,0.0,58.0,41.0,88.0,76.0
22,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,22.0,29.0,58.0,0.0,52.0,35.0,100.0,52.0
23,ChIJOY4d0JOAhYARg35RaW3gEfI,Polk,Papa John's Pizza,23.0,23.0,41.0,0.0,41.0,23.0,100.0,23.0
0,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),11.0,64.0,57.0,21.0,21.0,42.0,78.0,21.0
12,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),12.0,64.0,85.0,50.0,57.0,71.0,100.0,35.0
13,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),13.0,35.0,35.0,71.0,57.0,85.0,100.0,42.0
14,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),14.0,14.0,14.0,57.0,21.0,78.0,78.0,57.0
15,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),15.0,14.0,14.0,42.0,7.0,50.0,57.0,64.0
16,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),16.0,21.0,28.0,42.0,14.0,28.0,42.0,64.0
17,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),17.0,35.0,42.0,57.0,42.0,21.0,42.0,64.0
18,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),18.0,42.0,50.0,57.0,78.0,35.0,42.0,50.0
19,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),19.0,35.0,42.0,42.0,78.0,64.0,64.0,42.0
20,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),20.0,21.0,35.0,21.0,50.0,50.0,42.0,28.0
21,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,ChIJyzTw7X6AhYARH0MzPQHnet0,Financial District,Escape From New York Pizza (1),23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,0.0,0.0,0.0,20.0,34.0,72.0,81.0,48.0
1,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,1.0,0.0,0.0,14.0,29.0,43.0,100.0,62.0
2,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,2.0,0.0,0.0,9.0,14.0,9.0,33.0,51.0
3,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,11.0,1.0,2.0,2.0,2.0,10.0,3.0,4.0
12,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,12.0,4.0,5.0,4.0,9.0,14.0,29.0,6.0
13,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,13.0,6.0,6.0,5.0,14.0,11.0,5.0,9.0
14,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,14.0,4.0,5.0,4.0,10.0,4.0,6.0,12.0
15,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,15.0,8.0,3.0,3.0,3.0,2.0,9.0,14.0
16,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,16.0,6.0,3.0,2.0,2.0,3.0,13.0,16.0
17,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,17.0,3.0,5.0,4.0,5.0,6.0,17.0,17.0
18,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,18.0,4.0,10.0,9.0,12.0,13.0,20.0,16.0
19,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,19.0,8.0,14.0,13.0,20.0,22.0,24.0,17.0
20,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,20.0,11.0,17.0,19.0,27.0,31.0,25.0,21.0
21,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,21.0,13.0,19.0,21.0,27.0,35.0,24.0,28.0
22,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,22.0,13.0,20.0,22.0,28.0,34.0,24.0,25.0
23,ChIJp5yR1X6AhYARTzXR1AhTXdM,Financial District,SoMa Pizza,23.0,10.0,21.0,27.0,50.0,37.0,31.0,13.0
0,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,11.0,25.0,68.0,81.0,56.0,68.0,31.0,0.0
12,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,12.0,31.0,68.0,87.0,87.0,93.0,37.0,0.0
13,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,13.0,37.0,62.0,75.0,93.0,93.0,37.0,0.0
14,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,14.0,43.0,43.0,56.0,81.0,81.0,31.0,0.0
15,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,15.0,50.0,37.0,37.0,75.0,75.0,25.0,0.0
16,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,16.0,56.0,43.0,25.0,87.0,81.0,56.0,0.0
17,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,17.0,56.0,43.0,31.0,93.0,100.0,75.0,0.0
18,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,18.0,43.0,56.0,37.0,87.0,93.0,31.0,0.0
19,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,19.0,25.0,56.0,37.0,75.0,68.0,37.0,0.0
20,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,20.0,12.0,31.0,31.0,56.0,37.0,37.0,0.0
21,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,21.0,6.0,12.0,12.0,37.0,18.0,25.0,0.0
22,ChIJyzTw7X6AhYARJS0C2cigvFI,Financial District,Goat Hill Pizza,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
